Region,Year,Sexo,Grupo,Valor,Min,Max
Santa Lucia,2016,Masculino,Estandarizada edad," 230,82 "," 173,85 "," 298,86 "
Santa Lucia,2016,Masculino,Todas edades," 282,05 "," 212,06 "," 364,81 "
Santa Lucia,2017,Femenino,Estandarizada edad," 168,35 "," 126,23 "," 217,74 "
Santa Lucia,2017,Femenino,Todas edades," 225,83 "," 169,48 "," 291,12 "
Santa Lucia,2017,Masculino,Estandarizada edad," 235,58 "," 175,34 "," 307,79 "
Santa Lucia,2017,Masculino,Todas edades," 295,06 "," 219,45 "," 384,79 "
Santa Lucia,2018,Femenino,Estandarizada edad," 169,10 "," 125,76 "," 220,39 "
Santa Lucia,2018,Femenino,Todas edades," 230,13 "," 171,40 "," 298,82 "
Santa Lucia,2018,Masculino,Estandarizada edad," 235,88 "," 174,04 "," 310,31 "
Santa Lucia,2018,Masculino,Todas edades," 302,70 "," 223,40 "," 397,29 "
Santa Lucia,2019,Femenino,Estandarizada edad," 168,53 "," 124,09 "," 221,21 "
Santa Lucia,2019,Femenino,Todas edades," 231,98 "," 171,15 "," 303,32 "
Santa Lucia,2019,Masculino,Estandarizada edad," 233,20 "," 170,26 "," 309,18 "
Santa Lucia,2019,Masculino,Todas edades," 306,61 "," 224,13 "," 405,32 "
Mexico,2000,Femenino,Estandarizada edad," 133,65 "," 118,25 "," 145,75 "
Mexico,2000,Femenino,Todas edades," 97,77 "," 85,86 "," 107,02 "
Mexico,2000,Masculino,Estandarizada edad," 165,37 "," 150,09 "," 178,31 "
Mexico,2000,Masculino,Todas edades," 98,64 "," 89,51 "," 106,49 "
Mexico,2001,Femenino,Estandarizada edad," 129,97 "," 114,87 "," 141,80 "
Mexico,2001,Femenino,Todas edades," 97,46 "," 85,43 "," 106,75 "
Mexico,2001,Masculino,Estandarizada edad," 162,93 "," 147,65 "," 175,88 "
Mexico,2001,Masculino,Todas edades," 99,72 "," 90,27 "," 107,80 "
Mexico,2002,Femenino,Estandarizada edad," 130,83 "," 115,49 "," 142,93 "
Mexico,2002,Femenino,Todas edades," 100,49 "," 87,96 "," 110,22 "
Mexico,2002,Masculino,Estandarizada edad," 164,73 "," 149,18 "," 177,98 "
Mexico,2002,Masculino,Todas edades," 103,37 "," 93,47 "," 111,86 "
Mexico,2003,Femenino,Estandarizada edad," 130,25 "," 114,68 "," 142,59 "
Mexico,2003,Femenino,Todas edades," 102,36 "," 89,33 "," 112,49 "
Mexico,2003,Masculino,Estandarizada edad," 165,23 "," 149,42 "," 178,77 "
Mexico,2003,Masculino,Todas edades," 106,09 "," 95,78 "," 114,98 "
Mexico,2004,Femenino,Estandarizada edad," 124,83 "," 109,74 "," 136,79 "
Mexico,2004,Femenino,Todas edades," 100,13 "," 87,24 "," 110,15 "
Mexico,2004,Masculino,Estandarizada edad," 159,90 "," 144,24 "," 173,18 "
Mexico,2004,Masculino,Todas edades," 105,04 "," 94,58 "," 113,97 "
Mexico,2005,Femenino,Estandarizada edad," 124,52 "," 109,26 "," 136,44 "
Mexico,2005,Femenino,Todas edades," 102,24 "," 88,90 "," 112,45 "
Mexico,2005,Masculino,Estandarizada edad," 160,89 "," 145,06 "," 174,18 "
Mexico,2005,Masculino,Todas edades," 108,14 "," 97,31 "," 117,28 "
Mexico,2006,Femenino,Estandarizada edad," 118,89 "," 104,12 "," 130,35 "
Mexico,2006,Femenino,Todas edades," 99,96 "," 86,62 "," 110,07 "
Mexico,2006,Masculino,Estandarizada edad," 156,60 "," 141,05 "," 169,51 "
Mexico,2006,Masculino,Todas edades," 107,87 "," 96,86 "," 117,02 "
Mexico,2007,Femenino,Estandarizada edad," 119,95 "," 104,85 "," 131,70 "
Mexico,2007,Femenino,Todas edades," 103,06 "," 89,01 "," 113,71 "
Mexico,2007,Masculino,Estandarizada edad," 156,92 "," 141,33 "," 169,89 "
Mexico,2007,Masculino,Todas edades," 110,55 "," 99,17 "," 120,04 "
Mexico,2008,Femenino,Estandarizada edad," 123,28 "," 107,84 "," 135,24 "
Mexico,2008,Femenino,Todas edades," 108,25 "," 93,53 "," 119,34 "
Mexico,2008,Masculino,Estandarizada edad," 164,31 "," 147,98 "," 177,64 "
Mexico,2008,Masculino,Todas edades," 118,17 "," 105,97 "," 128,16 "
Mexico,2009,Femenino,Estandarizada edad," 123,16 "," 107,77 "," 135,15 "
Mexico,2009,Femenino,Todas edades," 110,29 "," 95,32 "," 121,61 "
Mexico,2009,Masculino,Estandarizada edad," 162,20 "," 146,23 "," 175,25 "
Mexico,2009,Masculino,Todas edades," 118,94 "," 106,77 "," 128,89 "
Mexico,2010,Femenino,Estandarizada edad," 126,84 "," 110,83 "," 139,47 "
Mexico,2010,Femenino,Todas edades," 116,56 "," 100,61 "," 128,74 "
Mexico,2010,Masculino,Estandarizada edad," 168,65 "," 151,68 "," 182,49 "
Mexico,2010,Masculino,Todas edades," 125,80 "," 112,69 "," 136,48 "
Mexico,2011,Femenino,Estandarizada edad," 120,85 "," 105,50 "," 133,10 "
Mexico,2011,Femenino,Todas edades," 113,45 "," 97,82 "," 125,48 "
Mexico,2011,Masculino,Estandarizada edad," 163,19 "," 146,75 "," 176,87 "
Mexico,2011,Masculino,Todas edades," 124,35 "," 111,34 "," 135,13 "
Mexico,2012,Femenino,Estandarizada edad," 119,99 "," 104,67 "," 132,31 "
Mexico,2012,Femenino,Todas edades," 114,93 "," 98,99 "," 127,27 "
Mexico,2012,Masculino,Estandarizada edad," 162,40 "," 146,11 "," 175,87 "
Mexico,2012,Masculino,Todas edades," 126,04 "," 112,88 "," 136,85 "
Mexico,2013,Femenino,Estandarizada edad," 118,77 "," 103,64 "," 130,83 "
Mexico,2013,Femenino,Todas edades," 115,98 "," 99,98 "," 128,29 "
Mexico,2013,Masculino,Estandarizada edad," 162,58 "," 146,04 "," 176,14 "
Mexico,2013,Masculino,Todas edades," 128,57 "," 114,99 "," 139,66 "
Mexico,2014,Femenino,Estandarizada edad," 122,45 "," 106,71 "," 134,93 "
Mexico,2014,Femenino,Todas edades," 121,89 "," 105,00 "," 134,85 "
Mexico,2014,Masculino,Estandarizada edad," 169,25 "," 152,07 "," 183,35 "
Mexico,2014,Masculino,Todas edades," 135,99 "," 121,70 "," 147,65 "
Mexico,2015,Femenino,Estandarizada edad," 124,52 "," 108,37 "," 137,46 "
Mexico,2015,Femenino,Todas edades," 126,50 "," 108,89 "," 140,19 "
Mexico,2015,Masculino,Estandarizada edad," 173,98 "," 156,05 "," 188,65 "
Mexico,2015,Masculino,Todas edades," 142,31 "," 127,23 "," 154,59 "
Mexico,2016,Femenino,Estandarizada edad," 126,05 "," 109,40 "," 139,36 "
Mexico,2016,Femenino,Todas edades," 130,81 "," 112,24 "," 145,21 "
Mexico,2016,Masculino,Estandarizada edad," 177,72 "," 159,08 "," 192,87 "
Mexico,2016,Masculino,Todas edades," 148,47 "," 132,42 "," 161,43 "
Mexico,2017,Femenino,Estandarizada edad," 124,87 "," 107,84 "," 138,53 "
Mexico,2017,Femenino,Todas edades," 132,38 "," 113,00 "," 147,44 "
Mexico,2017,Masculino,Estandarizada edad," 178,59 "," 159,05 "," 194,79 "
Mexico,2017,Masculino,Todas edades," 152,30 "," 135,10 "," 166,49 "
Mexico,2018,Femenino,Estandarizada edad," 124,69 "," 102,57 "," 146,01 "
Mexico,2018,Femenino,Todas edades," 134,60 "," 109,85 "," 157,76 "
Mexico,2018,Masculino,Estandarizada edad," 178,15 "," 147,91 "," 209,23 "
Mexico,2018,Masculino,Todas edades," 154,29 "," 127,73 "," 181,37 "
Mexico,2019,Femenino,Estandarizada edad," 124,96 "," 99,44 "," 153,11 "
Mexico,2019,Femenino,Todas edades," 137,07 "," 108,63 "," 167,81 "
Mexico,2019,Masculino,Estandarizada edad," 179,73 "," 142,12 "," 221,82 "
Mexico,2019,Masculino,Todas edades," 158,05 "," 124,72 "," 195,11 "
America Norte,2000,Femenino,Estandarizada edad," 156,49 "," 135,73 "," 171,09 "
America Norte,2000,Femenino,Todas edades," 338,09 "," 285,94 "," 372,52 "
America Norte,2000,Masculino,Estandarizada edad," 240,14 "," 218,16 "," 257,63 "
America Norte,2000,Masculino,Todas edades," 305,89 "," 277,32 "," 328,43 "
America Norte,2001,Femenino,Estandarizada edad," 151,07 "," 130,68 "," 165,45 "
America Norte,2001,Femenino,Todas edades," 330,21 "," 278,28 "," 364,55 "
America Norte,2001,Masculino,Estandarizada edad," 228,15 "," 206,78 "," 245,03 "
America Norte,2001,Masculino,Todas edades," 296,96 "," 268,31 "," 319,33 "
America Norte,2002,Femenino,Estandarizada edad," 147,25 "," 126,97 "," 161,50 "
America Norte,2002,Femenino,Todas edades," 324,15 "," 272,12 "," 358,59 "
America Norte,2002,Masculino,Estandarizada edad," 222,86 "," 201,36 "," 239,75 "
America Norte,2002,Masculino,Todas edades," 294,72 "," 265,28 "," 317,56 "
America Norte,2003,Femenino,Estandarizada edad," 142,39 "," 122,22 "," 156,59 "
America Norte,2003,Femenino,Todas edades," 314,95 "," 262,93 "," 349,42 "
America Norte,2003,Masculino,Estandarizada edad," 215,56 "," 194,03 "," 232,49 "
America Norte,2003,Masculino,Todas edades," 288,59 "," 258,66 "," 311,77 "
America Norte,2004,Femenino,Estandarizada edad," 134,19 "," 114,72 "," 148,14 "
America Norte,2004,Femenino,Todas edades," 297,47 "," 246,99 "," 331,37 "
America Norte,2004,Masculino,Estandarizada edad," 202,91 "," 181,78 "," 219,65 "
America Norte,2004,Masculino,Todas edades," 274,35 "," 244,70 "," 297,42 "
America Norte,2005,Femenino,Estandarizada edad," 131,03 "," 111,62 "," 145,01 "
America Norte,2005,Femenino,Todas edades," 291,90 "," 241,47 "," 325,93 "
America Norte,2005,Masculino,Estandarizada edad," 198,92 "," 177,55 "," 215,80 "
America Norte,2005,Masculino,Todas edades," 271,14 "," 241,03 "," 294,53 "
America Norte,2006,Femenino,Estandarizada edad," 122,53 "," 104,20 "," 136,18 "
America Norte,2006,Femenino,Todas edades," 275,46 "," 227,05 "," 309,01 "
America Norte,2006,Masculino,Estandarizada edad," 187,75 "," 167,07 "," 204,29 "
America Norte,2006,Masculino,Todas edades," 261,27 "," 231,33 "," 284,80 "
America Norte,2007,Femenino,Estandarizada edad," 117,29 "," 99,27 "," 130,95 "
America Norte,2007,Femenino,Todas edades," 267,28 "," 218,91 "," 301,26 "
America Norte,2007,Masculino,Estandarizada edad," 179,37 "," 159,02 "," 195,79 "
America Norte,2007,Masculino,Todas edades," 254,64 "," 224,44 "," 278,54 "
America Norte,2008,Femenino,Estandarizada edad," 114,63 "," 96,81 "," 128,28 "
America Norte,2008,Femenino,Todas edades," 263,57 "," 215,32 "," 297,85 "
America Norte,2008,Masculino,Estandarizada edad," 174,79 "," 154,53 "," 191,22 "
America Norte,2008,Masculino,Todas edades," 252,61 "," 221,95 "," 276,96 "
America Norte,2009,Femenino,Estandarizada edad," 108,20 "," 91,11 "," 121,42 "
America Norte,2009,Femenino,Todas edades," 250,16 "," 203,60 "," 283,60 "
America Norte,2009,Masculino,Estandarizada edad," 168,02 "," 148,12 "," 184,25 "
America Norte,2009,Masculino,Todas edades," 246,30 "," 215,77 "," 270,69 "
America Norte,2010,Femenino,Estandarizada edad," 105,51 "," 88,50 "," 119,06 "
America Norte,2010,Femenino,Todas edades," 247,00 "," 200,34 "," 281,34 "
America Norte,2010,Masculino,Estandarizada edad," 163,59 "," 143,71 "," 179,86 "
America Norte,2010,Masculino,Todas edades," 243,55 "," 212,68 "," 268,31 "
America Norte,2011,Femenino,Estandarizada edad," 102,58 "," 85,90 "," 115,97 "
America Norte,2012,Femenino,Todas edades," 243,38 "," 196,87 "," 277,69 "
America Norte,2013,Masculino,Estandarizada edad," 158,67 "," 139,11 "," 174,67 "
America Norte,2014,Masculino,Todas edades," 241,73 "," 210,51 "," 266,72 "
America Norte,2012,Femenino,Estandarizada edad," 100,22 "," 83,78 "," 113,56 "
America Norte,2012,Femenino,Todas edades," 240,74 "," 194,32 "," 275,35 "
America Norte,2012,Masculino,Estandarizada edad," 155,72 "," 136,13 "," 171,80 "
America Norte,2012,Masculino,Todas edades," 242,41 "," 210,35 "," 268,08 "
America Norte,2013,Femenino,Estandarizada edad," 98,73 "," 82,27 "," 112,14 "
America Norte,2013,Femenino,Todas edades," 239,44 "," 192,58 "," 274,54 "
America Norte,2013,Masculino,Estandarizada edad," 155,33 "," 135,46 "," 171,70 "
America Norte,2013,Masculino,Todas edades," 246,21 "," 213,10 "," 272,77 "
America Norte,2014,Femenino,Estandarizada edad," 97,42 "," 81,05 "," 110,78 "
America Norte,2014,Femenino,Todas edades," 237,25 "," 190,62 "," 272,37 "
America Norte,2014,Masculino,Estandarizada edad," 153,48 "," 133,47 "," 170,08 "
America Norte,2014,Masculino,Todas edades," 247,11 "," 213,30 "," 274,41 "
America Norte,2015,Femenino,Estandarizada edad," 98,96 "," 82,06 "," 112,81 "
America Norte,2015,Femenino,Todas edades," 243,36 "," 195,09 "," 279,96 "
America Norte,2015,Masculino,Estandarizada edad," 153,94 "," 133,54 "," 170,98 "
America Norte,2015,Masculino,Todas edades," 251,96 "," 217,10 "," 280,43 "
America Norte,2016,Femenino,Estandarizada edad," 97,22 "," 80,36 "," 110,94 "
America Norte,2016,Femenino,Todas edades," 240,53 "," 192,15 "," 277,07 "
America Norte,2016,Masculino,Estandarizada edad," 153,27 "," 132,72 "," 170,56 "
America Norte,2016,Masculino,Todas edades," 255,22 "," 219,52 "," 284,65 "
America Norte,2017,Femenino,Estandarizada edad," 96,80 "," 79,52 "," 110,88 "
America Norte,2017,Femenino,Todas edades," 242,42 "," 192,39 "," 280,08 "
America Norte,2017,Masculino,Estandarizada edad," 153,36 "," 132,44 "," 171,08 "
America Norte,2017,Masculino,Todas edades," 260,62 "," 223,58 "," 291,49 "
America Norte,2018,Femenino,Estandarizada edad," 97,21 "," 79,66 "," 111,47 "
America Norte,2018,Femenino,Todas edades," 246,40 "," 195,25 "," 284,87 "
America Norte,2018,Masculino,Estandarizada edad," 151,87 "," 130,91 "," 169,77 "
America Norte,2018,Masculino,Todas edades," 264,01 "," 226,18 "," 295,93 "
America Norte,2019,Femenino,Estandarizada edad," 97,07 "," 79,75 "," 111,31 "
America Norte,2019,Femenino,Todas edades," 247,75 "," 197,29 "," 286,45 "
America Norte,2019,Masculino,Estandarizada edad," 151,29 "," 130,01 "," 169,47 "
America Norte,2019,Masculino,Todas edades," 267,30 "," 228,38 "," 300,22 "
Nicaragua,2000,Femenino,Estandarizada edad," 221,76 "," 178,53 "," 265,86 "
Nicaragua,2000,Femenino,Todas edades," 111,35 "," 89,52 "," 133,99 "
Nicaragua,2000,Masculino,Estandarizada edad," 255,17 "," 207,65 "," 302,99 "
Nicaragua,2000,Masculino,Todas edades," 97,30 "," 79,03 "," 116,40 "
Nicaragua,2001,Femenino,Estandarizada edad," 223,23 "," 181,71 "," 265,13 "
Nicaragua,2001,Femenino,Todas edades," 116,50 "," 94,64 "," 138,92 "
Nicaragua,2001,Masculino,Estandarizada edad," 254,35 "," 207,71 "," 300,84 "
Nicaragua,2001,Masculino,Todas edades," 100,01 "," 81,41 "," 119,29 "
Nicaragua,2002,Femenino,Estandarizada edad," 225,06 "," 184,17 "," 266,34 "
Nicaragua,2002,Femenino,Todas edades," 120,66 "," 98,57 "," 143,23 "
Nicaragua,2002,Masculino,Estandarizada edad," 271,15 "," 222,95 "," 319,73 "
Nicaragua,2002,Masculino,Todas edades," 109,48 "," 89,82 "," 129,94 "
Nicaragua,2003,Femenino,Estandarizada edad," 218,67 "," 178,80 "," 258,85 "
Nicaragua,2003,Femenino,Todas edades," 120,88 "," 98,66 "," 143,50 "
Nicaragua,2003,Masculino,Estandarizada edad," 281,49 "," 231,68 "," 330,68 "
Nicaragua,2003,Masculino,Todas edades," 115,79 "," 95,16 "," 136,74 "
Nicaragua,2004,Femenino,Estandarizada edad," 214,98 "," 176,07 "," 254,08 "
Nicaragua,2004,Femenino,Todas edades," 122,01 "," 99,71 "," 144,64 "
Nicaragua,2004,Masculino,Estandarizada edad," 278,30 "," 229,43 "," 326,50 "
Nicaragua,2004,Masculino,Todas edades," 116,91 "," 96,27 "," 137,87 "
Nicaragua,2005,Femenino,Estandarizada edad," 222,75 "," 182,91 "," 263,11 "
Nicaragua,2005,Femenino,Todas edades," 129,17 "," 105,88 "," 152,93 "
Nicaragua,2005,Masculino,Estandarizada edad," 273,88 "," 226,22 "," 320,96 "
Nicaragua,2005,Masculino,Todas edades," 117,39 "," 96,83 "," 138,30 "
Nicaragua,2006,Femenino,Estandarizada edad," 200,27 "," 162,77 "," 238,58 "
Nicaragua,2006,Femenino,Todas edades," 120,56 "," 97,71 "," 144,00 "
Nicaragua,2006,Masculino,Estandarizada edad," 248,32 "," 205,34 "," 292,34 "
Nicaragua,2006,Masculino,Todas edades," 110,45 "," 91,16 "," 130,67 "
Nicaragua,2007,Femenino,Estandarizada edad," 210,40 "," 173,06 "," 248,34 "
Nicaragua,2007,Femenino,Todas edades," 130,07 "," 106,69 "," 153,81 "
Nicaragua,2007,Masculino,Estandarizada edad," 264,82 "," 219,33 "," 310,95 "
Nicaragua,2007,Masculino,Todas edades," 120,87 "," 99,87 "," 142,63 "
Nicaragua,2008,Femenino,Estandarizada edad," 202,69 "," 165,61 "," 240,06 "
Nicaragua,2008,Femenino,Todas edades," 129,14 "," 105,17 "," 153,26 "
Nicaragua,2008,Masculino,Estandarizada edad," 260,31 "," 215,53 "," 305,68 "
Nicaragua,2008,Masculino,Todas edades," 122,09 "," 100,91 "," 144,04 "
Nicaragua,2009,Femenino,Estandarizada edad," 205,23 "," 167,05 "," 243,12 "
Nicaragua,2009,Femenino,Todas edades," 134,07 "," 108,76 "," 159,12 "
Nicaragua,2009,Masculino,Estandarizada edad," 257,99 "," 213,07 "," 303,45 "
Nicaragua,2009,Masculino,Todas edades," 122,96 "," 101,40 "," 145,19 "
Nicaragua,2010,Femenino,Estandarizada edad," 191,40 "," 156,07 "," 226,65 "
Nicaragua,2010,Femenino,Todas edades," 128,18 "," 104,19 "," 152,00 "
Nicaragua,2010,Masculino,Estandarizada edad," 245,49 "," 203,25 "," 288,47 "
Nicaragua,2010,Masculino,Todas edades," 119,17 "," 98,46 "," 140,71 "
Nicaragua,2011,Femenino,Estandarizada edad," 198,30 "," 160,58 "," 235,76 "
Nicaragua,2011,Femenino,Todas edades," 136,76 "," 110,33 "," 162,80 "
Nicaragua,2011,Masculino,Estandarizada edad," 254,86 "," 210,00 "," 300,29 "
Nicaragua,2011,Masculino,Todas edades," 126,74 "," 104,23 "," 149,93 "
Nicaragua,2012,Femenino,Estandarizada edad," 197,92 "," 159,98 "," 235,63 "
Nicaragua,2012,Femenino,Todas edades," 140,28 "," 112,86 "," 167,31 "
Nicaragua,2012,Masculino,Estandarizada edad," 256,61 "," 211,34 "," 302,90 "
Nicaragua,2012,Masculino,Todas edades," 131,51 "," 108,07 "," 155,86 "
Nicaragua,2013,Femenino,Estandarizada edad," 194,62 "," 157,52 "," 231,94 "
Nicaragua,2013,Femenino,Todas edades," 141,76 "," 114,24 "," 169,23 "
Nicaragua,2013,Masculino,Estandarizada edad," 261,79 "," 215,83 "," 308,87 "
Nicaragua,2013,Masculino,Todas edades," 137,70 "," 113,21 "," 163,22 "
Nicaragua,2014,Femenino,Estandarizada edad," 198,93 "," 161,25 "," 236,79 "
Nicaragua,2014,Femenino,Todas edades," 148,99 "," 120,23 "," 177,67 "
Nicaragua,2014,Masculino,Estandarizada edad," 261,40 "," 215,43 "," 308,05 "
Nicaragua,2014,Masculino,Todas edades," 140,62 "," 115,59 "," 166,46 "
Nicaragua,2015,Femenino,Estandarizada edad," 196,05 "," 157,19 "," 236,43 "
Nicaragua,2015,Femenino,Todas edades," 149,29 "," 119,28 "," 180,25 "
Nicaragua,2015,Masculino,Estandarizada edad," 245,40 "," 201,57 "," 290,94 "
Nicaragua,2015,Masculino,Todas edades," 133,94 "," 109,72 "," 159,49 "
Nicaragua,2016,Femenino,Estandarizada edad," 192,62 "," 153,97 "," 233,11 "
Nicaragua,2016,Femenino,Todas edades," 151,23 "," 120,41 "," 183,22 "
Nicaragua,2016,Masculino,Estandarizada edad," 259,84 "," 211,02 "," 310,59 "
Nicaragua,2016,Masculino,Todas edades," 146,09 "," 118,26 "," 175,40 "
Nicaragua,2017,Femenino,Estandarizada edad," 180,89 "," 142,67 "," 222,55 "
Nicaragua,2017,Femenino,Todas edades," 145,58 "," 114,43 "," 179,29 "
Nicaragua,2017,Masculino,Estandarizada edad," 245,54 "," 197,79 "," 296,66 "
Nicaragua,2017,Masculino,Todas edades," 141,50 "," 113,60 "," 171,67 "
Nicaragua,2018,Femenino,Estandarizada edad," 183,01 "," 140,02 "," 231,20 "
Nicaragua,2018,Femenino,Todas edades," 150,99 "," 115,24 "," 190,74 "
Nicaragua,2018,Masculino,Estandarizada edad," 257,51 "," 199,05 "," 323,65 "
Nicaragua,2018,Masculino,Todas edades," 151,47 "," 116,54 "," 191,31 "
Nicaragua,2019,Femenino,Estandarizada edad," 177,50 "," 131,45 "," 229,31 "
Nicaragua,2019,Femenino,Todas edades," 149,47 "," 110,49 "," 193,08 "
Nicaragua,2019,Masculino,Estandarizada edad," 248,32 "," 182,89 "," 323,58 "
Nicaragua,2019,Masculino,Todas edades," 148,69 "," 108,95 "," 194,93 "
Caribe,2000,Femenino,Estandarizada edad," 209,51 "," 169,00 "," 256,82 "
Caribe,2000,Femenino,Todas edades," 195,92 "," 157,69 "," 240,11 "
Caribe,2000,Masculino,Estandarizada edad," 270,94 "," 221,13 "," 332,62 "
Caribe,2000,Masculino,Todas edades," 208,59 "," 169,78 "," 256,71 "
Caribe,2001,Femenino,Estandarizada edad," 205,55 "," 166,44 "," 251,20 "
Caribe,2001,Femenino,Todas edades," 196,77 "," 158,92 "," 240,37 "
Caribe,2001,Masculino,Estandarizada edad," 263,49 "," 215,48 "," 322,25 "
Caribe,2001,Masculino,Todas edades," 206,13 "," 168,06 "," 252,73 "
Caribe,2002,Femenino,Estandarizada edad," 200,21 "," 162,20 "," 242,57 "
Caribe,2002,Femenino,Todas edades," 195,35 "," 157,78 "," 236,50 "
Caribe,2002,Masculino,Estandarizada edad," 258,99 "," 212,07 "," 315,24 "
Caribe,2002,Masculino,Todas edades," 205,40 "," 167,67 "," 250,63 "
Caribe,2003,Femenino,Estandarizada edad," 197,42 "," 160,53 "," 238,21 "
Caribe,2003,Femenino,Todas edades," 195,39 "," 158,36 "," 235,57 "
Caribe,2003,Masculino,Estandarizada edad," 259,98 "," 212,81 "," 315,80 "
Caribe,2003,Masculino,Todas edades," 208,71 "," 170,31 "," 254,11 "
Caribe,2004,Femenino,Estandarizada edad," 192,54 "," 156,27 "," 232,60 "
Caribe,2004,Femenino,Todas edades," 192,27 "," 155,59 "," 232,08 "
Caribe,2004,Masculino,Estandarizada edad," 252,95 "," 206,94 "," 307,85 "
Caribe,2004,Masculino,Todas edades," 204,80 "," 167,06 "," 249,81 "
Caribe,2005,Femenino,Estandarizada edad," 184,16 "," 148,95 "," 223,57 "
Caribe,2005,Femenino,Todas edades," 184,83 "," 149,09 "," 224,23 "
Caribe,2005,Masculino,Estandarizada edad," 238,10 "," 193,80 "," 291,45 "
Caribe,2005,Masculino,Todas edades," 194,45 "," 157,88 "," 238,49 "
Caribe,2006,Femenino,Estandarizada edad," 178,52 "," 143,75 "," 218,54 "
Caribe,2006,Femenino,Todas edades," 183,00 "," 146,86 "," 223,97 "
Caribe,2006,Masculino,Estandarizada edad," 231,87 "," 188,53 "," 285,72 "
Caribe,2006,Masculino,Todas edades," 193,61 "," 156,99 "," 239,06 "
Caribe,2007,Femenino,Estandarizada edad," 177,71 "," 142,81 "," 217,14 "
